model,video_id,frame_idx,hallucination_count,boundary_case_count,has_hallucination
internvl35,CLIP3_before_reboot_0704,44,3,0,True
internvl35,CLIP3_before_reboot_0704,45,1,0,True
internvl35,CLIP3_before_reboot_0704,46,1,0,True
internvl35,CLIP3_before_reboot_0704,47,1,0,True
internvl35,CLIP3_before_reboot_0704,48,3,0,True
internvl35,CLIP3_before_reboot_0704,49,1,0,True
internvl35,CLIP3_before_reboot_0704,5,1,0,True
internvl35,CLIP3_before_reboot_0704,50,1,0,True
internvl35,CLIP3_before_reboot_0704,51,1,0,True
internvl35,CLIP3_before_reboot_0704,52,2,0,True
internvl35,CLIP3_before_reboot_0704,53,1,0,True
internvl35,CLIP3_before_reboot_0704,54,1,0,True
internvl35,CLIP3_before_reboot_0704,6,1,0,True
internvl35,CLIP3_before_reboot_0704,7,1,0,True
internvl35,CLIP3_before_reboot_0704,8,1,0,True
internvl35,CLIP3_before_reboot_0704,9,1,0,True
internvl35,CLIP4_reboot_bios,0,0,0,False
internvl35,CLIP4_reboot_bios,1,0,0,False
internvl35,CLIP4_reboot_bios,10,0,0,False
internvl35,CLIP4_reboot_bios,100,1,0,True
internvl35,CLIP4_reboot_bios,101,0,0,False
internvl35,CLIP4_reboot_bios,102,0,0,False
internvl35,CLIP4_reboot_bios,103,0,0,False
internvl35,CLIP4_reboot_bios,104,0,0,False
internvl35,CLIP4_reboot_bios,105,0,0,False
internvl35,CLIP4_reboot_bios,106,0,0,False
internvl35,CLIP4_reboot_bios,107,0,0,False
internvl35,CLIP4_reboot_bios,108,0,0,False
internvl35,CLIP4_reboot_bios,109,0,0,False
internvl35,CLIP4_reboot_bios,11,0,0,False
internvl35,CLIP4_reboot_bios,110,0,0,False
internvl35,CLIP4_reboot_bios,111,0,0,False
internvl35,CLIP4_reboot_bios,112,0,0,False
internvl35,CLIP4_reboot_bios,113,0,0,False
internvl35,CLIP4_reboot_bios,114,0,0,False
internvl35,CLIP4_reboot_bios,12,0,0,False
internvl35,CLIP4_reboot_bios,13,0,0,False
internvl35,CLIP4_reboot_bios,14,0,0,False
internvl35,CLIP4_reboot_bios,15,0,0,False
internvl35,CLIP4_reboot_bios,16,0,0,False
internvl35,CLIP4_reboot_bios,17,0,0,False
internvl35,CLIP4_reboot_bios,18,0,0,False
internvl35,CLIP4_reboot_bios,19,0,0,False
internvl35,CLIP4_reboot_bios,2,0,0,False
internvl35,CLIP4_reboot_bios,20,0,0,False
internvl35,CLIP4_reboot_bios,21,0,0,False
internvl35,CLIP4_reboot_bios,22,0,0,False
internvl35,CLIP4_reboot_bios,23,0,0,False
internvl35,CLIP4_reboot_bios,24,0,0,False
internvl35,CLIP4_reboot_bios,25,0,0,False
internvl35,CLIP4_reboot_bios,26,0,0,False
internvl35,CLIP4_reboot_bios,27,0,0,False
internvl35,CLIP4_reboot_bios,28,0,0,False
internvl35,CLIP4_reboot_bios,29,0,0,False
internvl35,CLIP4_reboot_bios,3,0,0,False
internvl35,CLIP4_reboot_bios,30,0,0,False
internvl35,CLIP4_reboot_bios,31,0,0,False
internvl35,CLIP4_reboot_bios,32,0,0,False
internvl35,CLIP4_reboot_bios,33,0,0,False
internvl35,CLIP4_reboot_bios,34,0,0,False
internvl35,CLIP4_reboot_bios,35,1,0,True
internvl35,CLIP4_reboot_bios,36,0,0,False
internvl35,CLIP4_reboot_bios,37,0,0,False
internvl35,CLIP4_reboot_bios,38,0,0,False
internvl35,CLIP4_reboot_bios,39,0,0,False
internvl35,CLIP4_reboot_bios,4,0,0,False
internvl35,CLIP4_reboot_bios,40,0,0,False
internvl35,CLIP4_reboot_bios,41,0,0,False
internvl35,CLIP4_reboot_bios,42,0,0,False
internvl35,CLIP4_reboot_bios,43,1,0,True
internvl35,CLIP4_reboot_bios,44,1,0,True
internvl35,CLIP4_reboot_bios,45,0,0,False
internvl35,CLIP4_reboot_bios,46,0,0,False
internvl35,CLIP4_reboot_bios,47,0,0,False
internvl35,CLIP4_reboot_bios,48,0,0,False
internvl35,CLIP4_reboot_bios,49,0,0,False
internvl35,CLIP4_reboot_bios,5,0,0,False
internvl35,CLIP4_reboot_bios,50,0,0,False
internvl35,CLIP4_reboot_bios,51,0,0,False
internvl35,CLIP4_reboot_bios,52,0,0,False
internvl35,CLIP4_reboot_bios,53,0,0,False
internvl35,CLIP4_reboot_bios,54,0,0,False
internvl35,CLIP4_reboot_bios,55,0,0,False
internvl35,CLIP4_reboot_bios,56,0,0,False
internvl35,CLIP4_reboot_bios,57,0,0,False
internvl35,CLIP4_reboot_bios,58,0,0,False
internvl35,CLIP4_reboot_bios,59,0,0,False
internvl35,CLIP4_reboot_bios,6,0,0,False
internvl35,CLIP4_reboot_bios,60,0,0,False
internvl35,CLIP4_reboot_bios,61,0,0,False
internvl35,CLIP4_reboot_bios,62,0,0,False
internvl35,CLIP4_reboot_bios,63,0,0,False
internvl35,CLIP4_reboot_bios,64,0,0,False
internvl35,CLIP4_reboot_bios,65,0,0,False
internvl35,CLIP4_reboot_bios,66,0,0,False
internvl35,CLIP4_reboot_bios,67,0,0,False
internvl35,CLIP4_reboot_bios,68,0,0,False
internvl35,CLIP4_reboot_bios,69,0,0,False
internvl35,CLIP4_reboot_bios,7,0,0,False
internvl35,CLIP4_reboot_bios,70,0,0,False
internvl35,CLIP4_reboot_bios,71,0,0,False
internvl35,CLIP4_reboot_bios,72,0,0,False
internvl35,CLIP4_reboot_bios,73,0,0,False
internvl35,CLIP4_reboot_bios,74,0,0,False
internvl35,CLIP4_reboot_bios,75,0,0,False
internvl35,CLIP4_reboot_bios,76,0,0,False
internvl35,CLIP4_reboot_bios,77,0,0,False
internvl35,CLIP4_reboot_bios,78,0,0,False
internvl35,CLIP4_reboot_bios,79,0,0,False
internvl35,CLIP4_reboot_bios,8,0,0,False
internvl35,CLIP4_reboot_bios,80,0,0,False
internvl35,CLIP4_reboot_bios,81,0,0,False
internvl35,CLIP4_reboot_bios,82,0,0,False
internvl35,CLIP4_reboot_bios,83,0,0,False
internvl35,CLIP4_reboot_bios,84,0,0,False
internvl35,CLIP4_reboot_bios,85,0,0,False
internvl35,CLIP4_reboot_bios,86,0,0,False
internvl35,CLIP4_reboot_bios,87,0,0,False
internvl35,CLIP4_reboot_bios,88,0,0,False
internvl35,CLIP4_reboot_bios,89,0,0,False
internvl35,CLIP4_reboot_bios,9,0,0,False
internvl35,CLIP4_reboot_bios,90,0,0,False
internvl35,CLIP4_reboot_bios,91,0,0,False
internvl35,CLIP4_reboot_bios,92,0,0,False
internvl35,CLIP4_reboot_bios,93,0,0,False
internvl35,CLIP4_reboot_bios,94,0,0,False
internvl35,CLIP4_reboot_bios,95,0,0,False
internvl35,CLIP4_reboot_bios,96,0,0,False
internvl35,CLIP4_reboot_bios,97,0,0,False
internvl35,CLIP4_reboot_bios,98,0,0,False
internvl35,CLIP4_reboot_bios,99,0,0,False
minicpm45,CLIP1_normal_assembly,0,0,0,False
minicpm45,CLIP1_normal_assembly,1,3,0,True
minicpm45,CLIP1_normal_assembly,10,3,0,True
minicpm45,CLIP1_normal_assembly,11,1,0,True
minicpm45,CLIP1_normal_assembly,12,1,0,True
minicpm45,CLIP1_normal_assembly,13,2,0,True
minicpm45,CLIP1_normal_assembly,14,1,0,True
minicpm45,CLIP1_normal_assembly,15,1,0,True
minicpm45,CLIP1_normal_assembly,16,0,0,False
minicpm45,CLIP1_normal_assembly,17,3,0,True
minicpm45,CLIP1_normal_assembly,18,3,0,True
minicpm45,CLIP1_normal_assembly,19,0,0,False
minicpm45,CLIP1_normal_assembly,2,0,0,False
minicpm45,CLIP1_normal_assembly,20,0,0,False
minicpm45,CLIP1_normal_assembly,21,0,0,False
minicpm45,CLIP1_normal_assembly,22,0,0,False
minicpm45,CLIP1_normal_assembly,23,1,0,True
minicpm45,CLIP1_normal_assembly,24,0,0,False
minicpm45,CLIP1_normal_assembly,25,3,0,True
minicpm45,CLIP1_normal_assembly,26,3,0,True
minicpm45,CLIP1_normal_assembly,27,1,0,True
minicpm45,CLIP1_normal_assembly,28,3,0,True
minicpm45,CLIP1_normal_assembly,29,1,0,True
minicpm45,CLIP1_normal_assembly,3,2,0,True
minicpm45,CLIP1_normal_assembly,30,3,0,True
minicpm45,CLIP1_normal_assembly,31,3,0,True
minicpm45,CLIP1_normal_assembly,32,3,0,True
minicpm45,CLIP1_normal_assembly,33,3,0,True
minicpm45,CLIP1_normal_assembly,34,3,0,True
minicpm45,CLIP1_normal_assembly,35,3,0,True
minicpm45,CLIP1_normal_assembly,36,3,0,True
minicpm45,CLIP1_normal_assembly,37,3,0,True
minicpm45,CLIP1_normal_assembly,38,3,0,True
minicpm45,CLIP1_normal_assembly,39,2,0,True
minicpm45,CLIP1_normal_assembly,4,3,0,True
minicpm45,CLIP1_normal_assembly,40,2,0,True
minicpm45,CLIP1_normal_assembly,41,3,0,True
minicpm45,CLIP1_normal_assembly,42,3,0,True
minicpm45,CLIP1_normal_assembly,43,6,0,True
minicpm45,CLIP1_normal_assembly,44,2,0,True
minicpm45,CLIP1_normal_assembly,45,3,0,True
minicpm45,CLIP1_normal_assembly,46,3,0,True
minicpm45,CLIP1_normal_assembly,47,2,0,True
minicpm45,CLIP1_normal_assembly,48,3,0,True
minicpm45,CLIP1_normal_assembly,49,3,0,True
minicpm45,CLIP1_normal_assembly,5,0,0,False
minicpm45,CLIP1_normal_assembly,50,3,0,True
minicpm45,CLIP1_normal_assembly,51,3,0,True
minicpm45,CLIP1_normal_assembly,52,1,0,True
minicpm45,CLIP1_normal_assembly,53,0,0,False
minicpm45,CLIP1_normal_assembly,54,0,0,False
minicpm45,CLIP1_normal_assembly,55,1,0,True
minicpm45,CLIP1_normal_assembly,56,0,0,False
minicpm45,CLIP1_normal_assembly,57,0,0,False
minicpm45,CLIP1_normal_assembly,58,0,0,False
minicpm45,CLIP1_normal_assembly,59,0,0,False
minicpm45,CLIP1_normal_assembly,6,3,0,True
minicpm45,CLIP1_normal_assembly,60,2,0,True
minicpm45,CLIP1_normal_assembly,61,3,0,True
minicpm45,CLIP1_normal_assembly,62,3,0,True
minicpm45,CLIP1_normal_assembly,63,3,0,True
minicpm45,CLIP1_normal_assembly,64,3,0,True
minicpm45,CLIP1_normal_assembly,65,3,0,True
minicpm45,CLIP1_normal_assembly,66,3,0,True
minicpm45,CLIP1_normal_assembly,67,3,0,True
minicpm45,CLIP1_normal_assembly,68,2,0,True
minicpm45,CLIP1_normal_assembly,69,3,0,True
minicpm45,CLIP1_normal_assembly,7,3,0,True
minicpm45,CLIP1_normal_assembly,70,4,0,True
minicpm45,CLIP1_normal_assembly,71,3,0,True
minicpm45,CLIP1_normal_assembly,72,3,0,True
minicpm45,CLIP1_normal_assembly,73,2,0,True
minicpm45,CLIP1_normal_assembly,74,2,0,True
minicpm45,CLIP1_normal_assembly,75,0,0,False
minicpm45,CLIP1_normal_assembly,76,0,0,False
minicpm45,CLIP1_normal_assembly,77,3,0,True
minicpm45,CLIP1_normal_assembly,78,3,0,True
minicpm45,CLIP1_normal_assembly,79,3,0,True
minicpm45,CLIP1_normal_assembly,8,3,0,True
minicpm45,CLIP1_normal_assembly,80,3,0,True
minicpm45,CLIP1_normal_assembly,81,1,0,True
minicpm45,CLIP1_normal_assembly,82,0,0,False
minicpm45,CLIP1_normal_assembly,83,0,0,False
minicpm45,CLIP1_normal_assembly,84,1,0,True
minicpm45,CLIP1_normal_assembly,85,3,0,True
minicpm45,CLIP1_normal_assembly,86,3,0,True
minicpm45,CLIP1_normal_assembly,87,0,0,False
minicpm45,CLIP1_normal_assembly,88,3,0,True
minicpm45,CLIP1_normal_assembly,89,3,0,True
minicpm45,CLIP1_normal_assembly,9,3,0,True
minicpm45,CLIP1_normal_assembly,90,9,0,True
minicpm45,CLIP1_normal_assembly,91,3,0,True
minicpm45,CLIP1_normal_assembly,92,0,0,False
minicpm45,CLIP1_normal_assembly,93,0,0,False
minicpm45,CLIP1_normal_assembly,94,0,0,False
minicpm45,CLIP1_normal_assembly,95,3,0,True
minicpm45,CLIP1_normal_assembly,96,0,0,False
minicpm45,CLIP1_normal_assembly,97,0,0,False
minicpm45,CLIP1_normal_assembly,98,0,0,False
minicpm45,CLIP2_0704,0,0,0,False
minicpm45,CLIP2_0704,1,0,0,False
minicpm45,CLIP2_0704,10,0,0,False
minicpm45,CLIP2_0704,11,0,0,False
minicpm45,CLIP2_0704,12,0,0,False
minicpm45,CLIP2_0704,13,0,0,False
minicpm45,CLIP2_0704,14,2,0,True
minicpm45,CLIP2_0704,15,0,0,False
minicpm45,CLIP2_0704,16,0,0,False
minicpm45,CLIP2_0704,17,0,0,False
minicpm45,CLIP2_0704,18,0,0,False
minicpm45,CLIP2_0704,19,0,0,False
minicpm45,CLIP2_0704,2,0,0,False
minicpm45,CLIP2_0704,20,3,0,True
minicpm45,CLIP2_0704,21,0,0,False
minicpm45,CLIP2_0704,22,0,0,False
minicpm45,CLIP2_0704,23,2,0,True
minicpm45,CLIP2_0704,24,0,0,False
minicpm45,CLIP2_0704,25,1,0,True
minicpm45,CLIP2_0704,26,1,0,True
minicpm45,CLIP2_0704,27,0,0,False
minicpm45,CLIP2_0704,28,0,0,False
minicpm45,CLIP2_0704,29,0,0,False
minicpm45,CLIP2_0704,3,0,0,False
minicpm45,CLIP2_0704,30,0,0,False
minicpm45,CLIP2_0704,31,0,0,False
minicpm45,CLIP2_0704,32,0,0,False
minicpm45,CLIP2_0704,33,0,0,False
minicpm45,CLIP2_0704,34,3,0,True
minicpm45,CLIP2_0704,35,3,0,True
minicpm45,CLIP2_0704,36,1,0,True
minicpm45,CLIP2_0704,37,3,0,True
minicpm45,CLIP2_0704,38,2,0,True
minicpm45,CLIP2_0704,39,2,0,True
minicpm45,CLIP2_0704,4,0,0,False
minicpm45,CLIP2_0704,40,0,0,False
minicpm45,CLIP2_0704,41,1,0,True
minicpm45,CLIP2_0704,42,2,0,True
minicpm45,CLIP2_0704,43,3,0,True
minicpm45,CLIP2_0704,44,2,0,True
minicpm45,CLIP2_0704,45,2,0,True
minicpm45,CLIP2_0704,46,2,0,True
minicpm45,CLIP2_0704,47,3,0,True
minicpm45,CLIP2_0704,48,3,0,True
minicpm45,CLIP2_0704,49,1,0,True
minicpm45,CLIP2_0704,5,0,0,False
minicpm45,CLIP2_0704,50,1,0,True
minicpm45,CLIP2_0704,51,1,0,True
minicpm45,CLIP2_0704,52,1,0,True
minicpm45,CLIP2_0704,53,1,0,True
minicpm45,CLIP2_0704,54,1,0,True
minicpm45,CLIP2_0704,55,1,0,True
minicpm45,CLIP2_0704,56,1,0,True
minicpm45,CLIP2_0704,6,0,0,False
minicpm45,CLIP2_0704,7,0,0,False
minicpm45,CLIP2_0704,8,0,0,False
minicpm45,CLIP2_0704,9,0,0,False
minicpm45,CLIP3_before_reboot_0704,0,1,0,True
minicpm45,CLIP3_before_reboot_0704,1,1,0,True
minicpm45,CLIP3_before_reboot_0704,10,1,0,True
minicpm45,CLIP3_before_reboot_0704,11,2,0,True
minicpm45,CLIP3_before_reboot_0704,12,1,0,True
minicpm45,CLIP3_before_reboot_0704,13,2,0,True
minicpm45,CLIP3_before_reboot_0704,14,1,0,True
minicpm45,CLIP3_before_reboot_0704,15,1,0,True
minicpm45,CLIP3_before_reboot_0704,16,1,0,True
minicpm45,CLIP3_before_reboot_0704,17,1,0,True
minicpm45,CLIP3_before_reboot_0704,18,1,0,True
minicpm45,CLIP3_before_reboot_0704,19,1,0,True
minicpm45,CLIP3_before_reboot_0704,2,2,0,True
minicpm45,CLIP3_before_reboot_0704,20,1,0,True
minicpm45,CLIP3_before_reboot_0704,21,1,0,True
minicpm45,CLIP3_before_reboot_0704,22,1,0,True
minicpm45,CLIP3_before_reboot_0704,23,1,0,True
minicpm45,CLIP3_before_reboot_0704,24,1,0,True
minicpm45,CLIP3_before_reboot_0704,25,1,0,True
minicpm45,CLIP3_before_reboot_0704,26,1,0,True
minicpm45,CLIP3_before_reboot_0704,27,1,0,True
minicpm45,CLIP3_before_reboot_0704,28,1,0,True
minicpm45,CLIP3_before_reboot_0704,29,1,0,True
minicpm45,CLIP3_before_reboot_0704,3,0,0,False
minicpm45,CLIP3_before_reboot_0704,30,1,0,True
minicpm45,CLIP3_before_reboot_0704,31,1,0,True
minicpm45,CLIP3_before_reboot_0704,32,1,0,True
minicpm45,CLIP3_before_reboot_0704,33,1,0,True
minicpm45,CLIP3_before_reboot_0704,34,1,0,True
minicpm45,CLIP3_before_reboot_0704,35,1,0,True
minicpm45,CLIP3_before_reboot_0704,36,1,0,True
minicpm45,CLIP3_before_reboot_0704,37,2,0,True
minicpm45,CLIP3_before_reboot_0704,38,2,0,True
minicpm45,CLIP3_before_reboot_0704,39,2,0,True
minicpm45,CLIP3_before_reboot_0704,4,1,0,True
minicpm45,CLIP3_before_reboot_0704,40,1,0,True
minicpm45,CLIP3_before_reboot_0704,41,1,0,True
minicpm45,CLIP3_before_reboot_0704,42,1,0,True
minicpm45,CLIP3_before_reboot_0704,43,1,0,True
minicpm45,CLIP3_before_reboot_0704,44,2,0,True
minicpm45,CLIP3_before_reboot_0704,45,1,0,True
minicpm45,CLIP3_before_reboot_0704,46,1,0,True
minicpm45,CLIP3_before_reboot_0704,47,1,0,True
minicpm45,CLIP3_before_reboot_0704,48,2,0,True
minicpm45,CLIP3_before_reboot_0704,49,1,0,True
minicpm45,CLIP3_before_reboot_0704,5,1,0,True
minicpm45,CLIP3_before_reboot_0704,50,1,0,True
minicpm45,CLIP3_before_reboot_0704,51,2,0,True
minicpm45,CLIP3_before_reboot_0704,52,3,0,True
minicpm45,CLIP3_before_reboot_0704,53,1,0,True
minicpm45,CLIP3_before_reboot_0704,54,1,0,True
minicpm45,CLIP3_before_reboot_0704,6,1,0,True
minicpm45,CLIP3_before_reboot_0704,7,2,0,True
minicpm45,CLIP3_before_reboot_0704,8,1,0,True
minicpm45,CLIP3_before_reboot_0704,9,1,0,True
minicpm45,CLIP4_reboot_bios,0,0,0,False
minicpm45,CLIP4_reboot_bios,1,0,0,False
minicpm45,CLIP4_reboot_bios,10,2,0,True
minicpm45,CLIP4_reboot_bios,100,0,0,False
minicpm45,CLIP4_reboot_bios,101,0,0,False
minicpm45,CLIP4_reboot_bios,102,0,0,False
minicpm45,CLIP4_reboot_bios,103,0,0,False
minicpm45,CLIP4_reboot_bios,104,0,0,False
minicpm45,CLIP4_reboot_bios,105,0,0,False
minicpm45,CLIP4_reboot_bios,106,0,0,False
minicpm45,CLIP4_reboot_bios,107,0,0,False
minicpm45,CLIP4_reboot_bios,108,0,0,False
minicpm45,CLIP4_reboot_bios,109,0,0,False
minicpm45,CLIP4_reboot_bios,11,1,0,True
minicpm45,CLIP4_reboot_bios,110,0,0,False
minicpm45,CLIP4_reboot_bios,111,0,0,False
minicpm45,CLIP4_reboot_bios,112,0,0,False
minicpm45,CLIP4_reboot_bios,113,0,0,False
minicpm45,CLIP4_reboot_bios,114,0,0,False
minicpm45,CLIP4_reboot_bios,12,0,0,False
minicpm45,CLIP4_reboot_bios,13,0,0,False
minicpm45,CLIP4_reboot_bios,14,3,0,True
minicpm45,CLIP4_reboot_bios,15,0,0,False
minicpm45,CLIP4_reboot_bios,16,0,0,False
minicpm45,CLIP4_reboot_bios,17,0,0,False
minicpm45,CLIP4_reboot_bios,18,0,0,False
minicpm45,CLIP4_reboot_bios,19,0,0,False
minicpm45,CLIP4_reboot_bios,2,0,0,False
minicpm45,CLIP4_reboot_bios,20,0,0,False
minicpm45,CLIP4_reboot_bios,21,0,0,False
minicpm45,CLIP4_reboot_bios,22,0,0,False
minicpm45,CLIP4_reboot_bios,23,0,0,False
minicpm45,CLIP4_reboot_bios,24,0,0,False
minicpm45,CLIP4_reboot_bios,25,1,0,True
minicpm45,CLIP4_reboot_bios,26,0,0,False
minicpm45,CLIP4_reboot_bios,27,0,0,False
minicpm45,CLIP4_reboot_bios,28,0,0,False
minicpm45,CLIP4_reboot_bios,29,0,0,False
minicpm45,CLIP4_reboot_bios,3,0,0,False
minicpm45,CLIP4_reboot_bios,30,0,0,False
minicpm45,CLIP4_reboot_bios,31,0,0,False
minicpm45,CLIP4_reboot_bios,32,0,0,False
minicpm45,CLIP4_reboot_bios,33,0,0,False
minicpm45,CLIP4_reboot_bios,34,0,0,False
minicpm45,CLIP4_reboot_bios,35,0,0,False
minicpm45,CLIP4_reboot_bios,36,0,0,False
minicpm45,CLIP4_reboot_bios,37,0,0,False
minicpm45,CLIP4_reboot_bios,38,0,0,False
minicpm45,CLIP4_reboot_bios,39,1,0,True
minicpm45,CLIP4_reboot_bios,4,0,0,False
minicpm45,CLIP4_reboot_bios,40,0,0,False
minicpm45,CLIP4_reboot_bios,41,0,0,False
minicpm45,CLIP4_reboot_bios,42,0,0,False
minicpm45,CLIP4_reboot_bios,43,0,0,False
minicpm45,CLIP4_reboot_bios,44,0,0,False
minicpm45,CLIP4_reboot_bios,45,0,0,False
minicpm45,CLIP4_reboot_bios,46,0,0,False
minicpm45,CLIP4_reboot_bios,47,0,0,False
minicpm45,CLIP4_reboot_bios,48,0,0,False
minicpm45,CLIP4_reboot_bios,49,0,0,False
minicpm45,CLIP4_reboot_bios,5,0,0,False
minicpm45,CLIP4_reboot_bios,50,0,0,False
minicpm45,CLIP4_reboot_bios,51,0,0,False
minicpm45,CLIP4_reboot_bios,52,0,0,False
minicpm45,CLIP4_reboot_bios,53,0,0,False
minicpm45,CLIP4_reboot_bios,54,0,0,False
minicpm45,CLIP4_reboot_bios,55,0,0,False
minicpm45,CLIP4_reboot_bios,56,0,0,False
minicpm45,CLIP4_reboot_bios,57,0,0,False
minicpm45,CLIP4_reboot_bios,58,0,0,False
minicpm45,CLIP4_reboot_bios,59,0,0,False
minicpm45,CLIP4_reboot_bios,6,0,0,False
minicpm45,CLIP4_reboot_bios,60,0,0,False
minicpm45,CLIP4_reboot_bios,61,0,0,False
minicpm45,CLIP4_reboot_bios,62,0,0,False
minicpm45,CLIP4_reboot_bios,63,0,0,False
minicpm45,CLIP4_reboot_bios,64,0,0,False
minicpm45,CLIP4_reboot_bios,65,0,0,False
minicpm45,CLIP4_reboot_bios,66,0,0,False
minicpm45,CLIP4_reboot_bios,67,0,0,False
minicpm45,CLIP4_reboot_bios,68,0,0,False
minicpm45,CLIP4_reboot_bios,69,0,0,False
minicpm45,CLIP4_reboot_bios,7,0,0,False
minicpm45,CLIP4_reboot_bios,70,0,0,False
minicpm45,CLIP4_reboot_bios,71,0,0,False
minicpm45,CLIP4_reboot_bios,72,0,0,False
minicpm45,CLIP4_reboot_bios,73,0,0,False
minicpm45,CLIP4_reboot_bios,74,0,0,False
minicpm45,CLIP4_reboot_bios,75,0,0,False
minicpm45,CLIP4_reboot_bios,76,0,0,False
minicpm45,CLIP4_reboot_bios,77,0,0,False
minicpm45,CLIP4_reboot_bios,78,0,0,False
minicpm45,CLIP4_reboot_bios,79,0,0,False
minicpm45,CLIP4_reboot_bios,8,0,0,False
minicpm45,CLIP4_reboot_bios,80,0,0,False
minicpm45,CLIP4_reboot_bios,81,0,0,False
minicpm45,CLIP4_reboot_bios,82,0,0,False
minicpm45,CLIP4_reboot_bios,83,0,0,False
minicpm45,CLIP4_reboot_bios,84,0,0,False
minicpm45,CLIP4_reboot_bios,85,0,0,False
minicpm45,CLIP4_reboot_bios,86,0,0,False
minicpm45,CLIP4_reboot_bios,87,0,0,False
minicpm45,CLIP4_reboot_bios,88,0,0,False
minicpm45,CLIP4_reboot_bios,89,0,0,False
minicpm45,CLIP4_reboot_bios,9,0,0,False
minicpm45,CLIP4_reboot_bios,90,0,0,False
minicpm45,CLIP4_reboot_bios,91,0,0,False
minicpm45,CLIP4_reboot_bios,92,0,0,False
minicpm45,CLIP4_reboot_bios,93,0,0,False
minicpm45,CLIP4_reboot_bios,94,0,0,False
minicpm45,CLIP4_reboot_bios,95,0,0,False
minicpm45,CLIP4_reboot_bios,96,0,0,False
minicpm45,CLIP4_reboot_bios,97,0,0,False
minicpm45,CLIP4_reboot_bios,98,0,0,False
minicpm45,CLIP4_reboot_bios,99,0,0,False
